scenario_id,agent_id,complexity,offload_choice,layer,battery_consumption,latency_ms,overload_prob,success,cpu_usage,bw_0,bw_1,bw_2
16,4,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
17,0,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
17,1,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
17,2,medium,4,Reject,0.0115,0.0,0.0,0.0,0.3,0.5,0.3,0.2
17,3,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
17,4,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
18,0,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
18,1,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
18,2,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
18,3,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
18,4,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
19,0,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
19,1,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
19,2,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
19,3,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
19,4,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
20,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
20,1,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
20,2,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
20,3,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
20,4,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
21,0,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
21,1,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
21,2,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
21,3,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
21,4,easy,0,Local,0.057499999999999996,7.0,0.07500000000000001,1.0,0.3,0.5,0.3,0.2
22,0,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
22,1,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
22,2,medium,4,Reject,0.0115,0.0,0.0,0.0,0.3,0.5,0.3,0.2
22,3,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
22,4,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
23,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
23,1,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
23,2,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
23,3,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
23,4,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
24,0,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
24,1,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
24,2,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
24,3,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
24,4,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
25,0,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
25,1,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
25,2,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
25,3,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
25,4,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
26,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
26,1,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
26,2,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
26,3,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
26,4,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
27,0,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
27,1,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
27,2,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
27,3,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
27,4,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
28,0,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
28,1,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
28,2,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
28,3,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
28,4,medium,4,Reject,0.0115,0.0,0.0,0.0,0.3,0.5,0.3,0.2
29,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
29,1,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
29,2,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
29,3,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
29,4,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
30,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
30,1,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
30,2,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
30,3,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
30,4,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
31,0,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
31,1,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
31,2,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
31,3,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
31,4,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
32,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
32,1,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
32,2,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
32,3,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
32,4,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
33,0,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
33,1,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
33,2,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
33,3,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
33,4,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
34,0,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
34,1,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
34,2,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
34,3,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
34,4,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
35,0,medium,4,Reject,0.0115,0.0,0.0,0.0,0.3,0.5,0.3,0.2
35,1,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
35,2,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
35,3,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
35,4,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
36,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
36,1,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
36,2,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
36,3,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
36,4,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
37,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
37,1,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
37,2,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
37,3,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
37,4,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
38,0,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
38,1,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
38,2,easy,4,Reject,0.0115,0.0,0.0,0.0,0.3,0.5,0.3,0.2
38,3,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
38,4,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
39,0,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
39,1,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
39,2,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
39,3,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
39,4,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
40,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
40,1,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
40,2,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
40,3,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
40,4,hard,0,Local,0.057499999999999996,15.0,0.44999999999999996,1.0,0.3,0.5,0.3,0.2
41,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
41,1,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
41,2,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
41,3,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
41,4,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
42,0,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
42,1,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
42,2,medium,4,Reject,0.0115,0.0,0.0,0.0,0.3,0.5,0.3,0.2
42,3,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
42,4,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
43,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
43,1,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
43,2,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
43,3,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
43,4,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
44,0,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
44,1,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
44,2,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
44,3,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
44,4,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
45,0,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
45,1,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
45,2,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
45,3,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
45,4,medium,0,Local,0.057499999999999996,10.0,0.22499999999999998,1.0,0.3,0.5,0.3,0.2
46,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
46,1,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
46,2,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
46,3,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
46,4,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
47,0,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
47,1,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
47,2,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
47,3,medium,2,Fog,0.046,75.0,0.15,1.0,0.3,0.5,0.3,0.2
47,4,medium,1,Edge,0.034499999999999996,45.0,0.15,1.0,0.3,0.5,0.3,0.2
48,0,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
48,1,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
48,2,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
48,3,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
48,4,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
49,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
49,1,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
49,2,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
49,3,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
49,4,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
50,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
50,1,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
50,2,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
50,3,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
50,4,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
51,0,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
51,1,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
51,2,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
51,3,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
51,4,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
52,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
52,1,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
52,2,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
52,3,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
52,4,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
53,0,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
53,1,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
53,2,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
53,3,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
53,4,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
54,0,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
54,1,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
54,2,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
54,3,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
54,4,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
55,0,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
55,1,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
55,2,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
55,3,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
55,4,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
56,0,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
56,1,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
56,2,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
56,3,easy,1,Edge,0.034499999999999996,31.5,0.05,1.0,0.3,0.5,0.3,0.2
56,4,easy,2,Fog,0.046,52.5,0.05,1.0,0.3,0.5,0.3,0.2
57,0,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
57,1,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
57,2,hard,4,Reject,0.0115,0.0,0.0,0.0,0.3,0.5,0.3,0.2
57,3,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
57,4,hard,4,Reject,0.0115,0.0,0.0,0.0,0.3,0.5,0.3,0.2
58,0,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
58,1,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
58,2,hard,1,Edge,0.034499999999999996,67.5,0.3,1.0,0.3,0.5,0.3,0.2
58,3,hard,2,Fog,0.046,112.5,0.3,1.0,0.3,0.5,0.3,0.2
58,4,hard,0,Local,0.057499999999999996,15.0,0.44999999999999996,1.0,0.3,0.5,0.3,0.2
